,claim,label
4969,Covid-19 patients dancing to â€˜Lungi Danceâ€™ at a quarantine facility in Mumbai.,1
1333,Video Of Stray Dog Nibbling At A Dead Body Revived Amid COVID-19 Surge,1
1305,Video shows Belgian politician faking his vaccination with capped syringe,1
1306,Statement by former Health Minister Luiz Henrique Mandetta to Covid CPI,1
1716,"The number of deaths registered in Britain among people who had received one or two doses of the vaccine rises. As of March 21 (from December 8), the British Ministry of Health recorded 704 deaths within 10 days of vaccination.",1
1309,"The EMA reports 354,177 vaccine damage caused by vaccinations",1
1311,The Red Cross won't accept plasma donations from people who have had the Covid vaccine.,1
1313,Pharmacovigilance centers have called for limiting reports of side effects from vaccines.,1
4942,Video shows Indian police beating man to death for violating COVID-19 lockdown,1
4943,TATA Health has issued a list of recommendations for people who test positive for COVID-19.,1
4937,Jakarta Governor Anies Baswedan named the best governor in handling the COVID-19 pandemic,1
1318,Aaj Takâ€™s anchor Rohit Sardana shared a video on India's second COVID-19 wave and the distressed healthcare system as his last words.,1
1165,Important Notice. There is a news going on all the NEWS CHANNELS of the country since few days â€¦ Lack of OXYGEN â€¦ You all will be watching â€¦ Nothing to fear â€¦ Whichever brother has difficulty in breathing or is nervous !!! Put two or three drops of Carbo vegetabilis 30 or 200 (Homeopathy medicine) on your tongue and then see the result..This medicine is called oxygen cylinder in homeopathy..It fulfills the amount of oxygen in the body â€¦. A medicine Every homeopathy is at the store â€¦ the brother who has trouble breathing â€¦. homeopathic oxygen cylinder (CARBO VEG.) Can keep his house â€¦ will see you.,1
1320,Video of empty covid-19 beds in hospital shows the reality of the coronavirus pandemic in Brazil,1
1325,Video shows villagers chasing away COVID testing and vaccination squads,1
1163,"U.S. Sen. Rand Paul was right about unmasking before the Centers for Disease Control and Prevention (CDC) announced on May 13, 2021, that fully vaccinated people no longer need to mask in public or private.",1
4749,"In a policy that established requirements for people to wear masks in most public settings during the COVID-19 pandemic, Oregon's Lincoln County said in June 2020 residents of color are exempt from the rule.",1
1161,"Because of the U.S. Centers for Disease Control and Prevention announcement on May 13, 2021, fully vaccinated people can go anywhere without wearing masks.",1
1154,The viral image is of a body floating in the river Ganga amid the second wave of the coronavirus pandemic.,1
1328,This video shows a woman being separated from her newborn due to coronavirus restrictions,1
1319,Infectious disease expert Dr. Rajendra Kapila died from COVID-19 after receiving both doses of the Pfizer vaccine.,1
1065,South Korean President Moon Jae-in demanded vaccines for North Korea at a summit with US President Joe Biden,1
4866,"""Dentist in Surabaya stressed naked on the road because her husband and child died of covid death""",1
1528,"â€œIf we took a random sample of five people in Nairobi and tested them for Covid, three are likely to be positive.â€",1
4327,This mosaic shows all health officials who have died from the pandemic,1
938,Americans Donâ€™t Need COVID-19 Vaccine Because Of 1% Fatality Rate,1
5175,These images show a celebration in Italy for the zero deaths of COVID-19,1
4420,"He is a Dr. Saheed Majeed. He is a senior doctor at AIMS. He is currently on quarantine. This is because when the Kovid patient who was undergoing treatment suffered a heart attack, the angel saved his life by removing his PPE kit and inserting his own mouth into the patient""s mouth without considering his safety.",1
4324,Does this poster of a Belgian pharmacist tell the truth about masks?,1
4421,South Africans can refuse COVID-19 isolation,1
987,The Philippines halted AstraZeneca vaccinations for people under 60 years old this May,1
1666,Non-BJP governed states are getting a very less number of coronavirus vaccines compared to BJP states.,1
1584,"""Sorocaba City Hall announces 99.19% effectiveness of recovered from covid with early treatment""",1
4322,"[0] Photo â€œMedical fraud, including a temperature test on the forehead, it""s a cable temperature test device for covit projectâ€",1
4425,Airplane loaded with lots of Chinese vaccine against covid-19 arrived in SÃ£o Paulo,1
4427,[0] List of Medical Equipment at Home to Face Covid-19,1
992,"The US updated its travel advisory for Sri Lanka due to its Covid-19 surge, not for alleged terrorist threat",1
5233,These photos show people killed by the coronavirus in Nicaragua,1
4321,"Verified content: Tweet from federal deputy Eduardo Bolsonaro (PSL-SP) with a video of the mayor of SÃ£o Paulo, Bruno Covas (PSDB), announcing the inclusion of chloroquine in the protocol for treating patients with covid-19 in municipal hospitals.",1
5239,"Video shows a female police constable suffering from Coronavirus waiting for an ambulance near RK Hotel, Grant Road, Mumbai.",1
4429,"""[T]hereâ€™s nothing in the data that suggests that kids being in school is in any way dangerous.""",1
5167,Death numbers in CearÃ¡ fall 90 in two days,1
4316,"As of July 2020, the New Zealand Defence Force are allowed to enter homes and remove people in response to COVID-19",1
4430,The total number of COVID-19 deaths in the U.S. will be double the American death toll from the Vietnam War by fall 2020.,1
4440,A man at the R N Cooper Hospital in Mumbai died due to medical negligence.,1
4441,Dr Anthony Fauci changed his mind over wearing face masks.,1
5160,"Video ""The heartbreaking story of ITALY MOTHER died of a COVID-19 patient""",1
5159,"""Italy beats COVID-19"" Disseminated intravascular coagulation ""(thrombosis)""",1
1568,"Mumbai""s Sri Swaminarayan Temple has been converted into Covid Hospital",1
5157,"[0] ""In Italy, when the church reopened, almost all of its congregation had died due to COVID""",1
1673,Vaccine-related deaths jumped significantly in the first quarter of 2021 compared with previous years,1
4448,A motorcyclist killed in a crash in Florida in 2020 was listed as a COVID-19 death.,1
1667,"""... Morena, she returned 50% of her budget to the people of Mexico so that the acquisition of more vaccines against Covid-19 is possible.""",1
5181,50 schools in France have closed since mass reopenings last week due to new coronavirus outbreaks.,1
1591,A document on the UK government website says the third wave of deaths will come from the vaccine.,1
1661,Photo shows Mahakumbh Mela 2021 being held during the COVID-19 pandemic.,1
1623,"In a publication on social networks, it is highlighted that Portugal has more deaths from Covid-19 in proportion to its population (number of deaths per million inhabitants) than Brazil, according to data available until April 9.",1
5199,The prison concentrates 95 percent of Villavicencio contagion,1
4360,"Indonesia already bought Covid-19 vaccine from China, although WHO said there was no official vaccine yet",1
966,"The Indian government has announced that there is no ""Indian corona mutation"".",1
1620,The Covid-19 death rate for â€œmost of usâ€ is 0.05%.,1
4378,"""So this measured approach Iâ€™m talking about isnâ€™t made up. Itâ€™s going on in Sweden, and their deaths are about 564 per million. UK, full lockdown, 600 deaths per million. So weâ€™re seeing that the lockdowns arenâ€™t decreasing significantly the amount of deaths per million.""",1
968,Covid-19 Vaccine officially listed as the underlying cause of death multiple times by Scotland Authorities,1
5196,"New York Gov. Andrew Cuomo ordered thousands of COVID-19 patients to be sent to nursing homes, while the USNS Comfort, a hospital ship sent to New York to help treat patients, sat empty and unused.",1
971,Chhattisgarh CM Bhupesh Baghel faked receiving his COVID-19 vaccine jab,1
4382,The corpse of Covid-19 patients who had been beastled was not buried according to Islamic law,1
1616,Dr. Anthony Fauci says heâ€™s â€˜not quite sureâ€™ why COVID-19 cases are dropping in Texas after restrictions were lifted,1
1644,Photo shows Mahakumbh Mela 2021 being held during the COVID-19 pandemic.,1
975,Neha Khan from Jamalpur Primary Health Center in Aligarh was booked for allegedly disposing 29 syringes filled with COVID-19 vaccine without administrating them to the beneficiaries.,1
5214,"Without isolation: 177 deaths in Minas Gerais. With isolation: 5,363 deaths in SÃ£o Paulo.",1
4344,"It was the Mayorâ€™s choice to raise the level of the London congestion charge in response to a bailout package offered by the government.

The government had only asked the Mayor to bring forward proposals to raise the charge as a bailout condition, not to actually raise the charge.",1
1607,"""MAYOR OF PACAJUS, AFFIRMS THAT CAMILO SANTANA IS NOT LETTING THE MAYORS USE THE VACCINES""",1
4396,Image shows Dr Zahid Majeed from AIIMS who was infected with coronavirus after mouth-to-mouth resuscitation to a critical Covid-19 patient.,1
1603,The U.S. government developed a microchip that can be implanted in the human body to detect COVID-19 infection.,1
4400,Pictures of a flooded NMCH hospital in Patna,1
5221,Luca Parmitano said he knew of the new coronavirus as early as November,1
1655,Daily Covid-19 deaths dropped to â€œjustâ€ seven on Saturday 10 April 2020.,1
1525,Pfizer CEO Refuses to Inoculate His Own Covid-19 Vaccine,1
4336,"With new development on the front of COVID-19 vaccine, a news report is making rounds according to which Pune and Mumbai will get the first supplies of coronavirus vaccine after it's launch.",1
5186,New Zealanders not using COVID-19 contact tracing app are banned from entering and purchasing from businesses,1
1598,"The City of Tarakan, North Kalimantan, is Covid-19 Free",1
1658,Enhanced community quarantine extended up to April 30,1
946,"In case of death of Covid in the family, the state government has announced to give Rs.",1
1592,Major New Zealand insurer wonâ€™t pay out if someone is inoculated against Covid-19,1
5228,Trump has liquidated the New World Order plan,1
5240,China and Japan have re-entered a strict coronavirus lockdown in mid-May 2020 following a second wave of the virus.,1
4458,"Budesonide, steroid used in asthma inhalers, cures COVID-19",1
1671,"The United States allows ""off-label"" use of ivermectin as treatment for the coronavirus disease 2019 (COVID-19).",1
1675,"After a year of pandemic, Catalonia has 920 deaths per million more than Madrid",1
4295,"â€œSweden COVID-19 Death Rate Lower Than Spain, Italy and U.K., Despite Never Having Lockdownâ€",1
1688,Madrid accumulates 40% of infections by covid-19 in Spain,1
1693,Four states have stopped administering the Johnson & Johnson COVID-19 vaccine in response to adverse effects.,1
1544,Video shows man throwing money in tribute to a friend who died from Covid-19.,1
5114,Photo of several members of the Government without maintaining social distance during the coronavirus crisis,1
1036,A Hindi post gives 0 advice on who cannot take the Covid 19 vaccine and lists 6 categories of such people.,1
5111,"If Donald Trump had implemented shutdowns a month earlier like Joe Biden suggested, we'd have fewer coronavirus deaths.",1
1699,"Covid-19: after a month of lockdown, the number of patients hospitalized in ICU beds in Araraquara increases",1
5241,China and Japan back on COVID-19 lockdown,1
5108,Dead bodies are piled up at a hospital in Delhi,1
1042,"There have only been 2,300 cases in the 2020-2021 flu season",1
1022,Australian biotech firm has â€œdeveloped a new treatment it hopes will prevent people dying from the Covid-19 vaccine.â€,1
5250,"â€œCases, numbers and deaths (of COVID-19) are going down all over the Country!â€",1
1049,"When comparing the Covid-19 death rate, the situation in Germany is more dramatic than in India.",1
4279,"[0] Screenshot ""Vice President calls Eid al-Adha not to be interpreted by slaughtering qurban""",1
1704,The news that 246 fully vaccinated Michigan residents caught Covid and 3 died of it is cause to question the vaccine's efficacy.,1
5091,"Taiwan told WHO of community transmission, which WHO failed to share with other countries.",1
4484,A Kentucky couple were placed under house arrest in July 2020 after a woman diagnosed with COVID-19 refused to agree to self-isolate because it would require her to get prior approval to go to the hospital.,1
4271,"COVID-19 has infected fewer people than H1N1 virus, but â€œmedia hysteriaâ€ has prompted an overblown response.",1
1062,"Ergue-te Party presents statistics on the pandemic, according to which Portugal has more cases and deaths per million inhabitants than India",1
4267,"In 2020, two school boys in China died suddenly after wearing face masks during physical exercise.",1
1534,Covid-19 Facility In mumbai BAPS Temple,1
1713,Only one politician has died of COVID-19,1
5079,The skin color of 2 doctors who received COVID-19 treatment in China turned black; so SARS-CoV-2 virus can cause changes in skin color!,1
922,"""In the first four months of this year alone, Brazil created more than 900,000 new jobs""",1
1548,Mumbai Sri Swamynarayan Mandir premises converted into COVID hospital.,1
1540,"Friends, if you have teeth, not 1000 beds in one night. A hospital of 1 lakh beds can be built everywhere.",1
5131,Japan government pays for your vacation so you can visit the country after the COVID-19 pandemic,1
5149,"Image with the antibody test figures for COVID-19 delivered by the central government to Galicia, Andalusia, Murcia and Madrid",1
4462,Dr Anthony Fauci changed his mind over wearing face masks.,1
929,Australia's Therapeutic Goods Administration releases graphic showing hundreds of Covid-19 vaccine deaths,1
4459,"An elderly lady in the Doncaster area is looking for her niece, called Daphne.",1
1556,"Washington bureaucrats ""have suppressed"" ivermectin for the treatment of COVID-19.",1
4305,"""Here is what made Covid, the hero of Wall Street (Rockefeller Foundation)""",1
1684,"""And now we are actively helping others [with COVID-19], unlike the U.S., which is selfish.""",1
1553,This is the pathetic condition of Ghaziabad where an MP and former Army chief VK Singh has to seek help on Twitter to get his Covid-infected brother a hospital bed.,1
5145,India has the second fastest doubling rate among the countries with the highest number of COVID-19 cases,1
4467,"[0] ""Afraid of being Killed, Chinese Virus Expert Runs to the US: I Testify Covid-19 Results of the Evil Conspiracy""",1
1550,Matteo Bassetti lied about his vaccination against the new coronavirus,1
5132,One million primary school pupils are set to stay home on 1 June despite schools reopening.,1
